Date,Time,Crime_Type,Latitude,Longitude,Address,District,Description,Status,Response_Time_Minutes
2024-01-30,06:16:15,Drug Possession,41.9039,-87.5926,4843 Broadway,Central,Reported drug possession incident at 4843 Broadway.,Under Investigation,14
2024-01-30,08:56:59,Loitering,41.9349,-87.7013,8486 Broadway,Suburban,Reported loitering incident at 8486 Broadway.,Active,28
2024-01-30,16:44:42,Burglary,41.855,-87.5981,5770 Broadway,Suburban,Reported burglary incident at 5770 Broadway.,Cleared by Arrest,9
2024-01-31,00:31:39,Simple Assault,41.8502,-87.6651,1804 Park Ln,Central,Reported simple assault incident at 1804 Park Ln.,Active,41
2024-01-31,02:07:03,Motor Vehicle Theft,41.8489,-87.705,1940 Maple Dr,East,Reported motor vehicle theft incident at 1940 Maple Dr.,Active,23
2024-01-31,06:11:16,Simple Assault,41.7871,-87.5573,1979 Elm St,Suburban,Reported simple assault incident at 1979 Elm St.,Closed,12
2024-01-31,09:52:40,Motor Vehicle Theft,41.9715,-87.5895,3621 Washington Blvd,South,Reported motor vehicle theft incident at 3621 Washington Blvd.,Under Investigation,6
2024-01-31,17:00:29,Property Theft,41.878,-87.582,1627 Park Ln,Suburban,Reported property theft incident at 1627 Park Ln.,Active,57
2024-01-31,19:54:30,Vandalism,41.9332,-87.6046,1265 Elm St,West,Reported vandalism incident at 1265 Elm St.,Under Investigation,12
2024-01-31,19:55:43,Burglary,41.9387,-87.6355,6179 Elm St,Uptown,Reported burglary incident at 6179 Elm St.,Under Investigation,45
2024-01-31,20:50:44,Violent Disorder,41.9674,-87.6832,4616 Washington Blvd,South,Reported violent disorder incident at 4616 Washington Blvd.,Active,5
2024-01-31,22:25:29,Property Theft,41.8992,-87.649,1092 Oak Ave,West,Reported property theft incident at 1092 Oak Ave.,Closed,5
2024-01-31,22:48:23,Vandalism,41.9347,-87.6379,2072 Main St,Suburban,Reported vandalism incident at 2072 Main St.,Closed,58
2024-02-01,00:09:24,Traffic Violation,41.9614,-87.7058,5749 Maple Dr,East,Reported traffic violation incident at 5749 Maple Dr.,Under Investigation,19
2024-02-01,00:40:56,Vandalism,41.9123,-87.6373,4992 Main St,West,Reported vandalism incident at 4992 Main St.,Active,43
2024-02-01,02:15:49,Simple Assault,41.9669,-87.5652,7193 Elm St,West,Reported simple assault incident at 7193 Elm St.,Closed,23
2024-02-01,03:20:21,Robbery,41.7796,-87.6483,6286 Elm St,Downtown,Reported robbery incident at 6286 Elm St.,Closed,45
2024-02-01,11:03:08,Robbery,41.8108,-87.7002,8181 Maple Dr,West,Reported robbery incident at 8181 Maple Dr.,Under Investigation,54
2024-02-01,11:44:25,Motor Vehicle Theft,41.7867,-87.6837,6367 Oak Ave,Suburban,Reported motor vehicle theft incident at 6367 Oak Ave.,Active,22
2024-02-01,14:33:51,Fraud,41.9553,-87.638,3618 Maple Dr,Central,Reported fraud incident at 3618 Maple Dr.,Closed,20
2024-02-01,22:57:36,Disorderly Conduct,41.8949,-87.6106,1321 Broadway,Uptown,Reported disorderly conduct incident at 1321 Broadway.,Active,26
2024-02-01,23:02:54,Drug Possession,41.9033,-87.6577,8704 Main St,Downtown,Reported drug possession incident at 8704 Main St.,Cleared by Arrest,38
2024-02-01,23:13:15,Simple Assault,41.9684,-87.6897,2190 Elm St,Suburban,Reported simple assault incident at 2190 Elm St.,Under Investigation,49
2024-02-02,00:20:01,Motor Vehicle Theft,41.8345,-87.6708,9806 Elm St,West,Reported motor vehicle theft incident at 9806 Elm St.,Active,55
2024-02-02,00:36:09,Larceny,41.8914,-87.5931,513 Park Ln,Uptown,Reported larceny incident at 513 Park Ln.,Cleared by Arrest,46
2024-02-02,01:42:01,Narcotics Distribution,41.7965,-87.633,7810 Maple Dr,North,Reported narcotics distribution incident at 7810 Maple Dr.,Under Investigation,32
2024-02-02,03:21:17,Property Theft,41.8028,-87.6152,2146 Maple Dr,East,Reported property theft incident at 2146 Maple Dr.,Under Investigation,31
2024-02-02,05:52:40,Arson,41.9352,-87.6161,8579 Oak Ave,West,Reported arson incident at 8579 Oak Ave.,Under Investigation,7
2024-02-02,05:56:30,Drug Trafficking,41.9577,-87.6046,1526 Elm St,East,Reported drug trafficking incident at 1526 Elm St.,Cleared by Arrest,36
2024-02-02,12:50:39,Property Theft,41.8545,-87.7013,6975 Main St,Uptown,Reported property theft incident at 6975 Main St.,Cleared by Arrest,43
2024-02-02,15:28:48,Motor Vehicle Theft,41.9722,-87.5575,4539 Washington Blvd,North,Reported motor vehicle theft incident at 4539 Washington Blvd.,Active,42
2024-02-02,21:38:25,Motor Vehicle Theft,41.7831,-87.5792,4672 Elm St,Central,Reported motor vehicle theft incident at 4672 Elm St.,Under Investigation,10
2024-02-02,22:37:46,Vandalism,41.9273,-87.5937,6033 Maple Dr,South,Reported vandalism incident at 6033 Maple Dr.,Cleared by Arrest,18
2024-02-02,22:42:51,Property Theft,41.8469,-87.7002,1818 Park Ln,Downtown,Reported property theft incident at 1818 Park Ln.,Cleared by Arrest,28
2024-02-03,08:22:18,Simple Assault,41.8996,-87.703,7298 Elm St,Suburban,Reported simple assault incident at 7298 Elm St.,Cleared by Arrest,51
2024-02-03,13:40:14,Drug Possession,41.7827,-87.6461,1970 Elm St,Central,Reported drug possession incident at 1970 Elm St.,Active,59
2024-02-03,17:06:51,Larceny,41.9417,-87.6266,5528 Park Ln,Uptown,Reported larceny incident at 5528 Park Ln.,Active,7
2024-02-03,17:17:31,Disorderly Conduct,41.9121,-87.7234,3849 Park Ln,North,Reported disorderly conduct incident at 3849 Park Ln.,Active,60
2024-02-04,00:24:34,Robbery,41.8289,-87.7101,4075 Maple Dr,Downtown,Reported robbery incident at 4075 Maple Dr.,Active,50
2024-02-04,03:46:02,Drug Trafficking,41.9581,-87.5828,5597 Elm St,Central,Reported drug trafficking incident at 5597 Elm St.,Closed,28
2024-02-04,05:42:30,Homicide,41.9708,-87.5792,7002 Park Ln,South,Reported homicide incident at 7002 Park Ln.,Closed,33
2024-02-04,12:13:39,Larceny,41.8684,-87.576,7262 Broadway,South,Reported larceny incident at 7262 Broadway.,Active,52
2024-02-04,13:28:59,Drug Possession,41.9224,-87.62,8599 Maple Dr,East,Reported drug possession incident at 8599 Maple Dr.,Cleared by Arrest,55
2024-02-04,18:26:45,Violent Disorder,41.8434,-87.5696,9787 Main St,East,Reported violent disorder incident at 9787 Main St.,Cleared by Arrest,50
2024-02-04,19:17:59,Arson,41.9176,-87.6238,6101 Maple Dr,Downtown,Reported arson incident at 6101 Maple Dr.,Closed,13
2024-02-04,22:39:11,Arson,41.9467,-87.5496,3251 Oak Ave,Uptown,Reported arson incident at 3251 Oak Ave.,Cleared by Arrest,48
2024-02-05,01:12:33,Loitering,41.9523,-87.541,8826 Park Ln,Suburban,Reported loitering incident at 8826 Park Ln.,Active,26
2024-02-05,01:30:45,Vandalism,41.8887,-87.6418,9203 Park Ln,East,Reported vandalism incident at 9203 Park Ln.,Closed,28
2024-02-05,02:23:04,Aggravated Assault,41.8889,-87.5742,2161 Cedar St,West,Reported aggravated assault incident at 2161 Cedar St.,Active,43
2024-02-05,06:32:10,Burglary,41.9125,-87.6034,7285 Maple Dr,Uptown,Reported burglary incident at 7285 Maple Dr.,Cleared by Arrest,46
2024-02-05,09:24:14,Drug Possession,41.8102,-87.6307,7168 Main St,East,Reported drug possession incident at 7168 Main St.,Cleared by Arrest,18
2024-02-05,10:49:54,Loitering,41.9652,-87.5849,7409 Main St,Central,Reported loitering incident at 7409 Main St.,Under Investigation,7
2024-02-05,10:59:36,Vandalism,41.9659,-87.5328,5927 Oak Ave,Downtown,Reported vandalism incident at 5927 Oak Ave.,Active,19
2024-02-05,13:22:28,Public Intoxication,41.9162,-87.5339,9266 Oak Ave,Central,Reported public intoxication incident at 9266 Oak Ave.,Closed,7
2024-02-05,13:59:07,Motor Vehicle Theft,41.7816,-87.7141,9571 Cedar St,Suburban,Reported motor vehicle theft incident at 9571 Cedar St.,Cleared by Arrest,36
2024-02-05,14:10:30,Drug Trafficking,41.9621,-87.6623,2650 Elm St,West,Reported drug trafficking incident at 2650 Elm St.,Closed,38
2024-02-05,17:11:36,Violent Disorder,41.9521,-87.5443,1374 Main St,Downtown,Reported violent disorder incident at 1374 Main St.,Active,34
2024-02-05,22:31:28,Robbery,41.9584,-87.5492,5309 Cedar St,Downtown,Reported robbery incident at 5309 Cedar St.,Cleared by Arrest,13
2024-02-06,00:27:48,Drug Possession,41.8682,-87.7096,7174 Park Ln,Central,Reported drug possession incident at 7174 Park Ln.,Closed,36
2024-02-06,07:31:19,Violent Disorder,41.9336,-87.7225,4966 Park Ln,Suburban,Reported violent disorder incident at 4966 Park Ln.,Active,42
2024-02-06,10:40:24,Motor Vehicle Theft,41.8412,-87.6154,2428 Main St,West,Reported motor vehicle theft incident at 2428 Main St.,Under Investigation,15
2024-02-06,13:24:03,Drug Possession,41.8563,-87.656,923 Maple Dr,Downtown,Reported drug possession incident at 923 Maple Dr.,Closed,33
2024-02-06,14:03:20,Narcotics Distribution,41.9571,-87.6234,2110 Maple Dr,West,Reported narcotics distribution incident at 2110 Maple Dr.,Cleared by Arrest,12
2024-02-06,16:52:38,Robbery,41.839,-87.5578,6406 Washington Blvd,Uptown,Reported robbery incident at 6406 Washington Blvd.,Under Investigation,52
2024-02-06,17:28:43,Burglary,41.8804,-87.6626,4903 Elm St,Suburban,Reported burglary incident at 4903 Elm St.,Cleared by Arrest,57
2024-02-07,01:11:18,Property Theft,41.853,-87.5333,8957 Main St,South,Reported property theft incident at 8957 Main St.,Cleared by Arrest,41
2024-02-07,08:23:21,Drug Possession,41.8475,-87.5617,2113 Maple Dr,Downtown,Reported drug possession incident at 2113 Maple Dr.,Under Investigation,34
2024-02-07,12:29:43,Aggravated Assault,41.8077,-87.6909,5993 Cedar St,Suburban,Reported aggravated assault incident at 5993 Cedar St.,Under Investigation,24
2024-02-07,12:59:33,Traffic Violation,41.7915,-87.6737,1096 Oak Ave,Uptown,Reported traffic violation incident at 1096 Oak Ave.,Closed,11
2024-02-07,13:05:30,Arson,41.8467,-87.5523,4199 Oak Ave,West,Reported arson incident at 4199 Oak Ave.,Closed,9
2024-02-07,14:35:04,Robbery,41.787,-87.6241,4908 Cedar St,South,Reported robbery incident at 4908 Cedar St.,Cleared by Arrest,51
2024-02-07,23:55:03,Fraud,41.9757,-87.6126,6449 Maple Dr,West,Reported fraud incident at 6449 Maple Dr.,Cleared by Arrest,25
2024-02-08,06:27:50,Drug Possession,41.8125,-87.5389,1879 Broadway,West,Reported drug possession incident at 1879 Broadway.,Cleared by Arrest,58
2024-02-08,07:57:39,Drug Possession,41.7797,-87.5897,8767 Main St,Suburban,Reported drug possession incident at 8767 Main St.,Under Investigation,49
2024-02-08,09:19:39,Burglary,41.8596,-87.5938,4151 Cedar St,West,Reported burglary incident at 4151 Cedar St.,Cleared by Arrest,12
2024-02-08,12:50:45,Vandalism,41.9323,-87.5618,250 Park Ln,Suburban,Reported vandalism incident at 250 Park Ln.,Closed,38
2024-02-08,19:16:42,Drug Trafficking,41.935,-87.6995,8470 Cedar St,East,Reported drug trafficking incident at 8470 Cedar St.,Under Investigation,32
2024-02-08,19:44:03,Larceny,41.82,-87.6921,1955 Cedar St,East,Reported larceny incident at 1955 Cedar St.,Active,50
2024-02-08,21:07:41,Aggravated Assault,41.9571,-87.7082,2858 Broadway,East,Reported aggravated assault incident at 2858 Broadway.,Cleared by Arrest,31
2024-02-08,23:27:06,Aggravated Assault,41.8428,-87.5892,9386 Broadway,North,Reported aggravated assault incident at 9386 Broadway.,Cleared by Arrest,31
2024-02-09,00:33:11,Aggravated Assault,41.9444,-87.6756,8520 Oak Ave,Downtown,Reported aggravated assault incident at 8520 Oak Ave.,Under Investigation,28
2024-02-09,03:55:27,Disorderly Conduct,41.8775,-87.6498,3522 Broadway,North,Reported disorderly conduct incident at 3522 Broadway.,Closed,32
2024-02-09,09:37:58,Drug Possession,41.8694,-87.5732,2153 Broadway,Downtown,Reported drug possession incident at 2153 Broadway.,Under Investigation,32
2024-02-09,15:13:08,Property Theft,41.967,-87.634,4413 Elm St,Uptown,Reported property theft incident at 4413 Elm St.,Cleared by Arrest,31
2024-02-09,17:25:53,Motor Vehicle Theft,41.9326,-87.5857,1788 Washington Blvd,Suburban,Reported motor vehicle theft incident at 1788 Washington Blvd.,Active,12
2024-02-10,01:58:10,Violent Disorder,41.8419,-87.5561,8368 Park Ln,South,Reported violent disorder incident at 8368 Park Ln.,Closed,38
2024-02-10,03:08:19,Drug Possession,41.9481,-87.7029,508 Maple Dr,North,Reported drug possession incident at 508 Maple Dr.,Closed,8
2024-02-10,11:28:40,Simple Assault,41.8558,-87.5704,211 Maple Dr,Suburban,Reported simple assault incident at 211 Maple Dr.,Cleared by Arrest,10
2024-02-10,11:41:00,Loitering,41.8724,-87.6869,9872 Oak Ave,South,Reported loitering incident at 9872 Oak Ave.,Closed,17
2024-02-10,13:01:29,Homicide,41.9605,-87.6032,2262 Washington Blvd,Uptown,Reported homicide incident at 2262 Washington Blvd.,Under Investigation,49
2024-02-10,16:32:42,Vandalism,41.8583,-87.7077,4443 Maple Dr,West,Reported vandalism incident at 4443 Maple Dr.,Active,17
2024-02-10,18:00:38,Larceny,41.787,-87.7155,779 Oak Ave,South,Reported larceny incident at 779 Oak Ave.,Active,59
2024-02-10,18:44:40,Property Theft,41.9225,-87.5762,2730 Washington Blvd,Central,Reported property theft incident at 2730 Washington Blvd.,Cleared by Arrest,57
2024-02-10,20:36:59,Drug Trafficking,41.8393,-87.6429,9299 Cedar St,Suburban,Reported drug trafficking incident at 9299 Cedar St.,Closed,9
2024-02-11,04:33:30,Simple Assault,41.974,-87.6782,601 Park Ln,Downtown,Reported simple assault incident at 601 Park Ln.,Cleared by Arrest,59
2024-02-11,06:30:22,Larceny,41.9122,-87.7121,793 Broadway,Suburban,Reported larceny incident at 793 Broadway.,Active,49
2024-02-11,07:44:48,Public Intoxication,41.8539,-87.5459,2076 Main St,Central,Reported public intoxication incident at 2076 Main St.,Closed,48
2024-02-11,17:37:59,Disorderly Conduct,41.8716,-87.666,1268 Broadway,North,Reported disorderly conduct incident at 1268 Broadway.,Cleared by Arrest,5
2024-02-11,17:58:43,Homicide,41.8362,-87.6398,9319 Washington Blvd,South,Reported homicide incident at 9319 Washington Blvd.,Active,54
2024-02-12,04:23:40,Narcotics Distribution,41.8508,-87.551,4105 Main St,West,Reported narcotics distribution incident at 4105 Main St.,Under Investigation,22
2024-02-12,04:34:52,Vandalism,41.8232,-87.7018,3243 Cedar St,Uptown,Reported vandalism incident at 3243 Cedar St.,Cleared by Arrest,56
2024-02-12,08:10:21,Robbery,41.8022,-87.5655,6448 Park Ln,South,Reported robbery incident at 6448 Park Ln.,Active,19
2024-02-12,11:11:38,Larceny,41.815,-87.657,7942 Main St,Central,Reported larceny incident at 7942 Main St.,Closed,32
2024-02-12,11:38:26,Property Theft,41.869,-87.6122,2410 Cedar St,Central,Reported property theft incident at 2410 Cedar St.,Cleared by Arrest,30
2024-02-12,14:31:58,Motor Vehicle Theft,41.8419,-87.6541,3109 Oak Ave,Downtown,Reported motor vehicle theft incident at 3109 Oak Ave.,Under Investigation,29
2024-02-12,22:08:10,Vandalism,41.8445,-87.5889,7246 Elm St,South,Reported vandalism incident at 7246 Elm St.,Under Investigation,30
2024-02-12,23:19:14,Motor Vehicle Theft,41.9069,-87.6106,6222 Park Ln,Uptown,Reported motor vehicle theft incident at 6222 Park Ln.,Active,8
2024-02-13,04:20:09,Public Intoxication,41.8547,-87.5358,2375 Park Ln,South,Reported public intoxication incident at 2375 Park Ln.,Cleared by Arrest,59
2024-02-13,06:24:46,Arson,41.97,-87.6044,6513 Cedar St,North,Reported arson incident at 6513 Cedar St.,Active,27
2024-02-13,06:35:03,Loitering,41.8698,-87.6838,8687 Elm St,East,Reported loitering incident at 8687 Elm St.,Under Investigation,44
2024-02-13,20:25:38,Property Theft,41.8845,-87.5676,1427 Oak Ave,Suburban,Reported property theft incident at 1427 Oak Ave.,Under Investigation,5
2024-02-13,22:10:38,Burglary,41.9011,-87.5705,871 Park Ln,Uptown,Reported burglary incident at 871 Park Ln.,Cleared by Arrest,40
2024-02-14,02:42:35,Drug Trafficking,41.9538,-87.5573,265 Cedar St,Suburban,Reported drug trafficking incident at 265 Cedar St.,Under Investigation,55
2024-02-14,03:55:32,Arson,41.8131,-87.6833,7024 Maple Dr,West,Reported arson incident at 7024 Maple Dr.,Closed,7
2024-02-14,06:24:32,Drug Possession,41.9198,-87.6929,7522 Park Ln,West,Reported drug possession incident at 7522 Park Ln.,Cleared by Arrest,41
2024-02-14,10:52:32,Drug Trafficking,41.8956,-87.707,1215 Elm St,Suburban,Reported drug trafficking incident at 1215 Elm St.,Closed,12
2024-02-15,01:50:00,Violent Disorder,41.9355,-87.6567,9033 Oak Ave,West,Reported violent disorder incident at 9033 Oak Ave.,Active,58
2024-02-15,07:11:14,Motor Vehicle Theft,41.8312,-87.685,2586 Elm St,South,Reported motor vehicle theft incident at 2586 Elm St.,Cleared by Arrest,26
2024-02-15,09:39:57,Robbery,41.9039,-87.6812,3216 Maple Dr,North,Reported robbery incident at 3216 Maple Dr.,Cleared by Arrest,52
2024-02-15,10:25:37,Arson,41.8732,-87.5539,8460 Main St,Uptown,Reported arson incident at 8460 Main St.,Cleared by Arrest,54
2024-02-15,10:39:35,Property Theft,41.894,-87.6823,1954 Oak Ave,Uptown,Reported property theft incident at 1954 Oak Ave.,Cleared by Arrest,49
2024-02-15,14:10:41,Property Theft,41.9675,-87.6872,4371 Elm St,Uptown,Reported property theft incident at 4371 Elm St.,Closed,49
2024-02-15,18:10:09,Drug Trafficking,41.7801,-87.679,8928 Main St,Suburban,Reported drug trafficking incident at 8928 Main St.,Closed,37
2024-02-16,02:24:43,Motor Vehicle Theft,41.9654,-87.5726,4081 Elm St,Central,Reported motor vehicle theft incident at 4081 Elm St.,Cleared by Arrest,40
2024-02-16,02:30:02,Simple Assault,41.8857,-87.5372,2162 Park Ln,South,Reported simple assault incident at 2162 Park Ln.,Cleared by Arrest,26
2024-02-16,06:23:06,Motor Vehicle Theft,41.8354,-87.5809,5367 Broadway,Downtown,Reported motor vehicle theft incident at 5367 Broadway.,Cleared by Arrest,20
2024-02-16,07:22:34,Burglary,41.8798,-87.5929,9787 Oak Ave,Central,Reported burglary incident at 9787 Oak Ave.,Cleared by Arrest,31
2024-02-16,08:29:15,Burglary,41.9412,-87.5481,6878 Cedar St,South,Reported burglary incident at 6878 Cedar St.,Cleared by Arrest,24
2024-02-16,09:43:31,Vandalism,41.8181,-87.5533,7950 Washington Blvd,North,Reported vandalism incident at 7950 Washington Blvd.,Active,29
2024-02-16,09:58:36,Motor Vehicle Theft,41.7825,-87.625,3276 Cedar St,North,Reported motor vehicle theft incident at 3276 Cedar St.,Cleared by Arrest,44
2024-02-16,10:22:51,Arson,41.9015,-87.5878,7108 Washington Blvd,East,Reported arson incident at 7108 Washington Blvd.,Active,44
2024-02-16,10:32:13,Vandalism,41.9557,-87.5717,5511 Main St,North,Reported vandalism incident at 5511 Main St.,Closed,22
2024-02-16,17:48:35,Narcotics Distribution,41.8289,-87.5305,5053 Oak Ave,Suburban,Reported narcotics distribution incident at 5053 Oak Ave.,Under Investigation,42
2024-02-17,03:24:40,Motor Vehicle Theft,41.9045,-87.67,3529 Park Ln,Downtown,Reported motor vehicle theft incident at 3529 Park Ln.,Cleared by Arrest,20
2024-02-17,08:02:13,Public Intoxication,41.8363,-87.6837,3853 Cedar St,North,Reported public intoxication incident at 3853 Cedar St.,Under Investigation,8
